Algorithm, Run Number, Matrix size, Time, Blocksize,
1,0,600,0.254,
1,1,600,0.257,
1,2,600,0.312,
1,3,600,0.31,
1,4,600,0.311,
1,5,600,0.309,
1,6,600,0.327,
1,7,600,0.314,
1,8,600,0.312,
1,9,600,0.31,
1,0,1000,3.567,
1,1,1000,3.488,
1,2,1000,3.512,
1,3,1000,2.54,
1,4,1000,3.513,
1,5,1000,2.539,
1,6,1000,3.506,
1,7,1000,2.537,
1,8,1000,3.503,
1,9,1000,2.535,
1,0,1400,20.846,
1,1,1400,20.999,
1,2,1400,20.912,
1,3,1400,20.8,
1,4,1400,20.83,
1,5,1400,20.834,
1,6,1400,20.794,
1,7,1400,20.789,
1,8,1400,20.869,
1,9,1400,20.833,
1,0,1800,45.982,
1,1,1800,46.1,
1,2,1800,45.883,
1,3,1800,45.916,
1,4,1800,45.97,
1,5,1800,45.966,
1,6,1800,45.957,
1,7,1800,45.912,
1,8,1800,45.884,
1,9,1800,46.012,
1,0,2200,91.638,
1,1,2200,91.142,
1,2,2200,91.199,
1,3,2200,91.158,
1,4,2200,91.577,
1,5,2200,91.588,
1,6,2200,90.986,
1,7,2200,91.608,
1,8,2200,91.658,
1,9,2200,91.518,
1,0,2600,161.114,
1,1,2600,159.069,
1,2,2600,159.804,
1,3,2600,159.8,
1,4,2600,160.475,
1,5,2600,160.454,
1,6,2600,159.264,
1,7,2600,160.155,
1,8,2600,160.475,
1,9,2600,160.578,
1,0,3000,270.498,
1,1,3000,270.769,
1,2,3000,267.494,
1,3,3000,271.07,
1,4,3000,270.69,
1,5,3000,271.077,
1,6,3000,269.435,
1,7,3000,269.7,
1,8,3000,267.394,
1,9,3000,268.507,
2,0,600,0.179,
2,1,600,0.172,
2,2,600,0.137,
2,3,600,0.139,
2,4,600,0.138,
2,5,600,0.138,
2,6,600,0.137,
2,7,600,0.138,
2,8,600,0.138,
2,9,600,0.138,
2,0,1000,0.675,
2,1,1000,0.671,
2,2,1000,0.67,
2,3,1000,0.673,
2,4,1000,0.67,
2,5,1000,0.668,
2,6,1000,0.675,
2,7,1000,0.672,
2,8,1000,0.669,
2,9,1000,0.672,
2,0,1400,1.857,
2,1,1400,1.859,
2,2,1400,1.85,
2,3,1400,1.86,
2,4,1400,1.855,
2,5,1400,1.864,
2,6,1400,1.852,
2,7,1400,1.862,
2,8,1400,1.852,
2,9,1400,1.862,
2,0,1800,3.995,
2,1,1800,3.97,
2,2,1800,3.951,
2,3,1800,3.968,
2,4,1800,3.952,
2,5,1800,3.972,
2,6,1800,3.979,
2,7,1800,3.979,
2,8,1800,3.956,
2,9,1800,3.954,
2,0,2200,7.35,
2,1,2200,7.338,
2,2,2200,7.335,
2,3,2200,7.345,
2,4,2200,7.325,
2,5,2200,7.34,
2,6,2200,7.335,
2,7,2200,7.336,
2,8,2200,7.328,
2,9,2200,7.381,
2,0,2600,12.24,
2,1,2600,12.243,
2,2,2600,12.258,
2,3,2600,12.259,
2,4,2600,12.236,
2,5,2600,12.245,
2,6,2600,12.182,
2,7,2600,12.236,
2,8,2600,12.196,
2,9,2600,12.242,
2,0,3000,18.804,
2,1,3000,18.714,
2,2,3000,18.817,
2,3,3000,18.797,
2,4,3000,18.817,
2,5,3000,18.706,
2,6,3000,18.689,
2,7,3000,18.803,
2,8,3000,18.793,
2,9,3000,18.821,
2,0,4000,44.184,
2,1,4000,44.475,
2,2,4000,44.333,
2,3,4000,44.468,
2,4,4000,44.487,
2,5,4000,44.474,
2,6,4000,44.474,
2,7,4000,44.218,
2,8,4000,44.263,
2,9,4000,44.186,
2,0,6000,149.461,
2,1,6000,149.859,
2,2,6000,149.785,
2,3,6000,149.24,
2,4,6000,150.269,
2,5,6000,149.295,
2,6,6000,149.991,
2,7,6000,150.199,
2,8,6000,150.489,
2,9,6000,150.179,
2,0,8000,359.145,
2,1,8000,358.0,
2,2,8000,357.611,
2,3,8000,357.571,
2,4,8000,357.638,
2,5,8000,359.191,
2,6,8000,356.051,
2,7,8000,357.571,
2,8,8000,357.653,
2,9,8000,356.359,
2,0,10000,794.07,
2,1,10000,792.958,
2,2,10000,749.171,
2,3,10000,688.075,
2,4,10000,688.402,
2,5,10000,692.434,
2,6,10000,692.645,
2,7,10000,692.981,
2,8,10000,692.527,
2,9,10000,689.238,
3,0,4000,70.436,128,
3,1,4000,70.26,128,
3,2,4000,70.123,128,
3,3,4000,54.126,128,
3,4,4000,45.175,128,
3,5,4000,45.16,128,
3,6,4000,46.82,128,
3,7,4000,46.835,128,
3,8,4000,45.323,128,
3,9,4000,45.194,128,
3,0,4000,41.07,192,
3,1,4000,41.064,192,
3,2,4000,41.114,192,
3,3,4000,41.077,192,
3,4,4000,41.07,192,
3,5,4000,41.092,192,
3,6,4000,41.07,192,
3,7,4000,41.174,192,
3,8,4000,41.095,192,
3,9,4000,41.097,192,
3,0,4000,39.556,256,
3,1,4000,39.564,256,
3,2,4000,39.516,256,
3,3,4000,39.504,256,
3,4,4000,39.479,256,
3,5,4000,39.515,256,
3,6,4000,39.542,256,
3,7,4000,39.549,256,
3,8,4000,39.524,256,
3,9,4000,39.511,256,
3,0,4000,38.613,320,
3,1,4000,38.619,320,
3,2,4000,38.617,320,
3,3,4000,38.653,320,
3,4,4000,38.609,320,
3,5,4000,38.602,320,
3,6,4000,38.74,320,
3,7,4000,38.667,320,
3,8,4000,38.615,320,
3,9,4000,38.626,320,
3,0,4000,38.088,384,
3,1,4000,38.118,384,
3,2,4000,38.088,384,
3,3,4000,38.115,384,
3,4,4000,38.051,384,
3,5,4000,38.138,384,
3,6,4000,38.055,384,
3,7,4000,38.161,384,
3,8,4000,38.176,384,
3,9,4000,38.182,384,
3,0,4000,30.731,448,
3,1,4000,30.75,448,
3,2,4000,30.901,448,
3,3,4000,30.797,448,
3,4,4000,30.83,448,
3,5,4000,30.893,448,
3,6,4000,30.734,448,
3,7,4000,30.713,448,
3,8,4000,30.79,448,
3,9,4000,30.769,448,
3,0,4000,30.723,512,
3,1,4000,30.772,512,
3,2,4000,30.71,512,
3,3,4000,30.75,512,
3,4,4000,30.663,512,
3,5,4000,30.715,512,
3,6,4000,30.624,512,
3,7,4000,30.699,512,
3,8,4000,30.778,512,
3,9,4000,30.771,512,
3,0,6000,148.395,128,
3,1,6000,147.752,128,
3,2,6000,147.953,128,
3,3,6000,148.614,128,
3,4,6000,148.52,128,
3,5,6000,148.405,128,
3,6,6000,148.166,128,
3,7,6000,147.87,128,
3,8,6000,148.092,128,
3,9,6000,147.8,128,
3,0,6000,153.106,192,
3,1,6000,152.859,192,
3,2,6000,152.455,192,
3,3,6000,152.412,192,
3,4,6000,152.398,192,
3,5,6000,152.834,192,
3,6,6000,152.802,192,
3,7,6000,153.201,192,
3,8,6000,152.864,192,
3,9,6000,153.213,192,
3,0,6000,142.704,256,
3,1,6000,142.315,256,
3,2,6000,142.267,256,
3,3,6000,142.34,256,
3,4,6000,142.968,256,
3,5,6000,142.856,256,
3,6,6000,142.917,256,
3,7,6000,142.588,256,
3,8,6000,142.922,256,
3,9,6000,142.359,256,
3,0,6000,130.244,320,
3,1,6000,130.526,320,
3,2,6000,130.519,320,
3,3,6000,130.38,320,
3,4,6000,130.473,320,
3,5,6000,130.519,320,
3,6,6000,130.429,320,
3,7,6000,130.187,320,
3,8,6000,130.921,320,
3,9,6000,130.495,320,
3,0,6000,128.367,384,
3,1,6000,128.413,384,
3,2,6000,129.087,384,
3,3,6000,128.306,384,
3,4,6000,128.477,384,
3,5,6000,128.804,384,
3,6,6000,128.579,384,
3,7,6000,128.392,384,
3,8,6000,128.743,384,
3,9,6000,128.466,384,
3,0,6000,132.604,448,
3,1,6000,132.613,448,
3,2,6000,132.38,448,
3,3,6000,132.349,448,
3,4,6000,133.104,448,
3,5,6000,132.962,448,
3,6,6000,132.558,448,
3,7,6000,132.631,448,
3,8,6000,132.585,448,
3,9,6000,132.816,448,
3,0,6000,119.924,512,
3,1,6000,119.209,512,
3,2,6000,119.14,512,
3,3,6000,119.796,512,
3,4,6000,119.236,512,
3,5,6000,119.238,512,
3,6,6000,119.318,512,
3,7,6000,119.164,512,
3,8,6000,119.773,512,
3,9,6000,119.661,512,
3,0,8000,363.424,128,
3,1,8000,362.066,128,
3,2,8000,375.067,128,
3,3,8000,375.187,128,
3,4,8000,361.642,128,
3,5,8000,363.824,128,
3,6,8000,362.237,128,
3,7,8000,362.804,128,
3,8,8000,361.763,128,
3,9,8000,363.249,128,
3,0,8000,352.531,192,
3,1,8000,352.587,192,
3,2,8000,352.482,192,
3,3,8000,353.489,192,
3,4,8000,353.305,192,
3,5,8000,352.439,192,
3,6,8000,351.812,192,
3,7,8000,353.403,192,
3,8,8000,351.571,192,
3,9,8000,351.804,192,
3,0,8000,348.018,256,
3,1,8000,347.524,256,
3,2,8000,347.951,256,
3,3,8000,349.332,256,
3,4,8000,348.112,256,
3,5,8000,349.804,256,
3,6,8000,348.375,256,
3,7,8000,348.661,256,
3,8,8000,347.41,256,
3,9,8000,347.647,256,
3,0,8000,348.623,320,
3,1,8000,348.981,320,
3,2,8000,348.036,320,
3,3,8000,349.847,320,
3,4,8000,349.028,320,
3,5,8000,348.187,320,
3,6,8000,349.679,320,
3,7,8000,348.612,320,
3,8,8000,350.024,320,
3,9,8000,349.273,320,
3,0,8000,303.947,384,
3,1,8000,304.922,384,
3,2,8000,303.945,384,
3,3,8000,303.657,384,
3,4,8000,304.637,384,
3,5,8000,303.941,384,
3,6,8000,303.512,384,
3,7,8000,303.792,384,
3,8,8000,304.385,384,
3,9,8000,304.419,384,
3,0,8000,294.044,448,
3,1,8000,294.086,448,
3,2,8000,293.962,448,
3,3,8000,294.502,448,
3,4,8000,294.127,448,
3,5,8000,295.68,448,
3,6,8000,295.516,448,
3,7,8000,294.772,448,
3,8,8000,293.748,448,
3,9,8000,294.095,448,
3,0,8000,301.186,512,
3,1,8000,300.811,512,
3,2,8000,300.727,512,
3,3,8000,300.739,512,
3,4,8000,300.732,512,
3,5,8000,301.03,512,
3,6,8000,301.078,512,
3,7,8000,301.338,512,
3,8,8000,300.706,512,
3,9,8000,301.112,512,
3,0,10000,721.85,128,
3,1,10000,724.024,128,
3,2,10000,722.159,128,
3,3,10000,721.177,128,
3,4,10000,721.934,128,
3,5,10000,722.216,128,
3,6,10000,724.213,128,
3,7,10000,724.683,128,
3,8,10000,721.851,128,
3,9,10000,722.022,128,
3,0,10000,721.587,192,
3,1,10000,721.492,192,
3,2,10000,721.176,192,
3,3,10000,721.133,192,
3,4,10000,723.553,192,
3,5,10000,722.784,192,
3,6,10000,721.422,192,
3,7,10000,721.575,192,
3,8,10000,719.409,192,
3,9,10000,719.957,192,
3,0,10000,696.715,256,
3,1,10000,696.833,256,
3,2,10000,696.448,256,
3,3,10000,697.468,256,
3,4,10000,696.677,256,
3,5,10000,694.307,256,
3,6,10000,693.662,256,
3,7,10000,695.079,256,
3,8,10000,695.96,256,
3,9,10000,696.349,256,
3,0,10000,667.321,320,
3,1,10000,667.167,320,
3,2,10000,667.31,320,
3,3,10000,668.082,320,
3,4,10000,668.123,320,
3,5,10000,666.959,320,
3,6,10000,669.812,320,
3,7,10000,666.934,320,
3,8,10000,669.588,320,
3,9,10000,667.649,320,
3,0,10000,671.961,384,
3,1,10000,668.754,384,
3,2,10000,670.217,384,
3,3,10000,668.122,384,
3,4,10000,668.843,384,
3,5,10000,668.917,384,
3,6,10000,669.033,384,
3,7,10000,668.454,384,
3,8,10000,668.941,384,
3,9,10000,669.327,384,
3,0,10000,635.682,448,
3,1,10000,639.493,448,
3,2,10000,638.428,448,
3,3,10000,637.46,448,
3,4,10000,636.731,448,
3,5,10000,636.294,448,
3,6,10000,635.949,448,
3,7,10000,636.056,448,
3,8,10000,636.024,448,
3,9,10000,636.409,448,
3,0,10000,615.406,512,
3,1,10000,615.685,512,
3,2,10000,617.602,512,
3,3,10000,616.74,512,
3,4,10000,615.645,512,
3,5,10000,617.688,512,
3,6,10000,616.485,512,
3,7,10000,616.408,512,
3,8,10000,617.584,512,
3,9,10000,616.829,512,
